dynamic_window_times
1997-09-20 06:02:48
1997-09-20 06:33:15
1997-09-20 16:56:48
1997-09-20 18:51:26
1997-09-20 19:41:00
1997-09-20 20:40:32
1997-09-20 21:16:58
1997-09-20 21:49:32
1997-09-20 22:19:44
1997-09-20 22:52:35
1997-09-20 23:23:49
1997-09-20 23:53:55
1997-09-21 00:26:26
1997-09-21 00:56:41
1997-09-21 03:30:53
1997-09-21 04:30:57
1997-09-21 05:41:08
1997-09-21 06:19:01
1997-09-21 08:45:13
1997-09-21 09:21:42
1997-09-21 09:52:29
1997-09-21 10:22:40
1997-09-21 10:54:56
1997-09-21 11:25:11
1997-09-21 12:10:08
1997-09-21 16:53:25
1997-09-21 19:07:19
1997-09-21 19:39:09
1997-09-21 20:13:55
1997-09-21 20:49:00
1997-09-21 21:50:42
1997-09-21 22:20:47
1997-09-21 22:51:02
1997-09-21 23:34:59
1997-09-22 16:23:59
1997-09-22 18:25:13
1997-09-22 18:56:20
1997-09-22 19:26:57
1997-09-22 19:57:09
1997-09-22 20:33:59
1997-09-22 21:04:45
1997-09-22 21:35:03
1997-09-22 23:10:14
1997-09-22 23:40:47
1997-09-23 00:24:23
1997-09-23 03:11:55
1997-09-23 05:06:42
1997-09-23 09:26:03
1997-09-23 10:17:23
1997-09-23 17:06:46
1997-09-23 19:24:47
1997-09-23 20:13:15
1997-09-23 21:17:48
1997-09-23 21:52:17
1997-09-23 22:24:28
1997-09-23 23:01:35
1997-09-23 23:32:12
1997-09-24 01:44:40
1997-09-24 02:16:57
1997-09-24 03:13:33
1997-09-24 05:19:55
1997-09-24 05:50:48
1997-09-24 06:21:31
1997-09-24 06:53:47
1997-09-24 09:28:10
1997-09-24 10:03:11
1997-09-24 14:19:44
1997-09-24 15:10:38
1997-09-24 17:35:39
1997-09-24 18:51:26
1997-09-24 19:28:32
1997-09-24 19:59:46
1997-09-24 21:27:18
1997-09-24 22:05:39
1997-09-24 22:37:38
1997-09-24 23:09:23
1997-09-25 00:37:28
1997-09-25 01:58:13
1997-09-25 02:30:48
1997-09-25 04:18:18
1997-09-25 05:30:15
1997-09-25 12:44:40
1997-09-25 21:35:12
1997-09-25 23:42:36
1997-09-26 00:48:06
1997-09-26 03:03:29
1997-09-26 03:49:39
1997-09-26 04:24:37
1997-09-26 04:56:39
1997-09-26 05:27:37
1997-09-26 05:57:38
1997-09-26 06:45:02
1997-09-26 09:50:42
1997-09-26 10:37:47
1997-09-26 11:08:24
1997-09-26 12:23:06
1997-09-26 12:53:49
1997-09-26 13:25:20
1997-09-26 14:06:01
1997-09-26 14:37:52
1997-09-26 15:20:41
1997-09-26 16:24:03
1997-09-26 17:00:36
1997-09-26 17:31:35
1997-09-26 18:01:37
1997-09-26 18:32:50
1997-09-26 19:03:06
1997-09-26 19:36:08
1997-09-26 20:06:35
1997-09-26 21:10:56
1997-09-26 21:51:42
1997-09-26 22:40:30
1997-09-26 23:15:10
1997-09-26 23:45:11
1997-09-27 00:15:33
1997-09-27 00:46:41
1997-09-27 01:54:42
1997-09-27 02:25:12
1997-09-27 03:12:07
1997-09-27 03:43:18
1997-09-27 04:14:51
1997-09-27 06:17:53
1997-09-27 07:04:12
1997-09-27 07:43:03
1997-09-27 08:15:39
1997-09-27 08:47:55
1997-09-27 10:20:42
1997-09-27 10:51:05
1997-09-27 11:31:19
1997-09-27 17:06:42
1997-09-27 18:53:31
1997-09-27 20:20:44
1997-09-27 20:53:22
1997-09-27 21:31:59
1997-09-27 22:49:06
1997-09-28 03:08:54
1997-09-28 08:10:21
1997-09-28 08:47:13
1997-09-28 10:50:27
1997-09-28 12:04:45
1997-09-28 13:03:51
1997-09-28 17:02:21
1997-09-28 18:00:26
1997-09-28 23:15:36
1997-09-28 23:45:44
1997-09-29 00:15:53
1997-09-29 02:14:26
1997-09-29 03:55:17
1997-09-29 04:47:34
1997-09-29 05:21:20
1997-09-29 06:17:14
1997-09-29 06:48:05
1997-09-29 07:46:03
1997-09-29 14:34:58
1997-09-29 15:14:24
1997-09-29 16:09:34
1997-09-29 17:54:40
1997-09-29 18:25:28
1997-09-29 18:59:12
1997-09-29 19:35:23
1997-09-29 20:56:38
1997-09-29 21:35:34
1997-09-29 23:12:42
1997-09-30 17:57:44
1997-09-30 18:28:25
1997-09-30 18:58:37
1997-09-30 19:29:02
1997-09-30 20:39:12
1997-09-30 22:06:35
1997-09-30 22:37:08
1997-09-30 23:07:44
1997-09-30 23:41:09
1997-10-01 00:13:15
1997-10-01 00:44:01
1997-10-01 01:18:06
1997-10-01 01:49:32
1997-10-01 02:29:47
1997-10-01 03:01:57
1997-10-01 03:53:16
1997-10-01 04:27:32
1997-10-01 06:21:27
1997-10-01 10:02:07
1997-10-01 14:08:10
1997-10-01 16:26:53
1997-10-01 17:10:14
1997-10-01 17:41:07
1997-10-01 18:11:07
1997-10-01 19:00:56
1997-10-01 19:31:01
1997-10-01 20:01:12
1997-10-01 20:31:26
1997-10-01 21:04:12
1997-10-01 21:43:16
1997-10-01 22:36:42
1997-10-01 23:41:17
1997-10-02 00:11:28
1997-10-02 00:42:08
1997-10-02 01:12:19
1997-10-02 02:16:51
1997-10-02 07:50:40
1997-10-02 08:33:57
1997-10-02 16:06:50
1997-10-02 17:37:52
1997-10-02 18:41:51
1997-10-02 19:12:11
1997-10-02 19:42:37
1997-10-03 12:41:12
1997-10-03 15:45:37
1997-10-03 21:26:05
1997-10-03 21:57:46
1997-10-03 23:27:46
1997-10-03 23:58:33
1997-10-04 00:30:41
1997-10-04 01:10:45
1997-10-04 04:15:09
1997-10-04 05:20:44
1997-10-04 06:47:31
1997-10-04 08:06:13
1997-10-04 08:36:18
1997-10-04 12:41:14
1997-10-04 13:11:26
1997-10-04 13:48:15
1997-10-04 15:26:08
1997-10-04 16:01:26
1997-10-04 16:31:32
1997-10-04 17:08:02
1997-10-04 17:38:18
1997-10-04 18:08:24
1997-10-04 18:38:49
1997-10-04 19:08:58
1997-10-04 20:09:07
1997-10-04 20:50:47
1997-10-04 21:26:05
1997-10-04 22:26:49
1997-10-04 23:03:22
1997-10-05 02:56:37
1997-10-05 03:38:50
1997-10-05 04:12:13
1997-10-05 05:12:00
1997-10-05 07:58:29
1997-10-05 08:28:49
1997-10-05 09:11:06
1997-10-05 09:45:19
1997-10-05 10:54:04
1997-10-05 16:24:04
1997-10-05 17:02:45
1997-10-05 17:33:08
1997-10-05 18:03:53
1997-10-05 18:45:27
1997-10-05 19:29:08
1997-10-05 21:15:16
1997-10-06 04:08:20
1997-10-06 04:39:14
1997-10-06 05:37:54
1997-10-06 19:43:58
1997-10-06 22:35:01
1997-10-06 23:52:09
1997-10-07 00:22:41
1997-10-07 02:51:28
1997-10-07 03:59:45
1997-10-07 04:33:46
1997-10-07 06:09:28
1997-10-07 09:37:17
1997-10-07 11:13:47
1997-10-07 15:32:03
1997-10-07 16:02:36
1997-10-07 18:44:09
1997-10-07 19:14:32
1997-10-07 19:44:51
1997-10-07 20:36:10
1997-10-07 21:06:32
1997-10-08 01:24:10
1997-10-08 04:45:21
1997-10-08 09:56:53
1997-10-08 13:43:24
1997-10-08 15:57:42
1997-10-08 21:15:50
1997-10-08 21:46:15
1997-10-08 22:20:31
1997-10-08 22:54:22
1997-10-08 23:25:34
1997-10-08 23:56:05
1997-10-09 00:26:17
1997-10-09 00:56:53
1997-10-09 04:43:23
1997-10-09 05:48:27
1997-10-09 07:20:19
