fixed_window_reset_times
1997-09-20 05:05:10
1997-09-22 17:05:10
1997-09-25 05:05:10
1997-09-27 17:05:10
1997-09-30 05:05:10
1997-10-02 17:05:10
1997-10-05 05:05:10
1997-10-07 17:05:10
1997-10-10 05:05:10
1997-10-12 17:05:10
1997-10-15 05:05:10
1997-10-17 17:05:10
1997-10-20 05:05:10
1997-10-22 17:05:10
1997-10-25 05:05:10
1997-10-27 17:05:10
1997-10-30 05:05:10
1997-11-01 17:05:10
1997-11-04 05:05:10
1997-11-06 17:05:10
1997-11-09 05:05:10
1997-11-11 17:05:10
1997-11-14 05:05:10
1997-11-16 17:05:10
1997-11-19 05:05:10
1997-11-21 17:05:10
1997-11-24 05:05:10
1997-11-26 17:05:10
1997-11-29 05:05:10
1997-12-01 17:05:10
1997-12-04 05:05:10
1997-12-06 17:05:10
1997-12-09 05:05:10
1997-12-11 17:05:10
1997-12-14 05:05:10
1997-12-16 17:05:10
1997-12-19 05:05:10
1997-12-21 17:05:10
1997-12-24 05:05:10
1997-12-26 17:05:10
1997-12-29 05:05:10
1997-12-31 17:05:10
1998-01-03 05:05:10
1998-01-05 17:05:10
1998-01-08 05:05:10
1998-01-10 17:05:10
1998-01-13 05:05:10
1998-01-15 17:05:10
1998-01-18 05:05:10
1998-01-20 17:05:10
1998-01-23 05:05:10
1998-01-25 17:05:10
1998-01-28 05:05:10
1998-01-30 17:05:10
1998-02-02 05:05:10
1998-02-04 17:05:10
1998-02-07 05:05:10
1998-02-09 17:05:10
1998-02-12 05:05:10
1998-02-14 17:05:10
1998-02-17 05:05:10
1998-02-19 17:05:10
1998-02-22 05:05:10
1998-02-24 17:05:10
1998-02-27 05:05:10
1998-03-01 17:05:10
1998-03-04 05:05:10
1998-03-06 17:05:10
1998-03-09 05:05:10
1998-03-11 17:05:10
1998-03-14 05:05:10
1998-03-16 17:05:10
1998-03-19 05:05:10
1998-03-21 17:05:10
1998-03-24 05:05:10
1998-03-26 17:05:10
1998-03-29 05:05:10
1998-03-31 17:05:10
1998-04-03 05:05:10
1998-04-05 17:05:10
1998-04-08 05:05:10
1998-04-10 17:05:10
1998-04-13 05:05:10
1998-04-15 17:05:10
1998-04-18 05:05:10
1998-04-20 17:05:10
