fixed_window_reset_times
1997-09-20 05:05:10
1997-09-21 11:05:10
1997-09-22 17:05:10
1997-09-23 23:05:10
1997-09-25 05:05:10
1997-09-26 11:05:10
1997-09-27 17:05:10
1997-09-28 23:05:10
1997-09-30 05:05:10
1997-10-01 11:05:10
1997-10-02 17:05:10
1997-10-03 23:05:10
1997-10-05 05:05:10
1997-10-06 11:05:10
1997-10-07 17:05:10
1997-10-08 23:05:10
1997-10-10 05:05:10
1997-10-11 11:05:10
1997-10-12 17:05:10
1997-10-13 23:05:10
1997-10-15 05:05:10
1997-10-16 11:05:10
1997-10-17 17:05:10
1997-10-18 23:05:10
1997-10-20 05:05:10
1997-10-21 11:05:10
1997-10-22 17:05:10
1997-10-23 23:05:10
1997-10-25 05:05:10
1997-10-26 11:05:10
1997-10-27 17:05:10
1997-10-28 23:05:10
1997-10-30 05:05:10
1997-10-31 11:05:10
1997-11-01 17:05:10
1997-11-02 23:05:10
1997-11-04 05:05:10
1997-11-05 11:05:10
1997-11-06 17:05:10
1997-11-07 23:05:10
1997-11-09 05:05:10
1997-11-10 11:05:10
1997-11-11 17:05:10
1997-11-12 23:05:10
1997-11-14 05:05:10
1997-11-15 11:05:10
1997-11-16 17:05:10
1997-11-17 23:05:10
1997-11-19 05:05:10
1997-11-20 11:05:10
1997-11-21 17:05:10
1997-11-22 23:05:10
1997-11-24 05:05:10
1997-11-25 11:05:10
1997-11-26 17:05:10
1997-11-27 23:05:10
1997-11-29 05:05:10
1997-11-30 11:05:10
1997-12-01 17:05:10
1997-12-02 23:05:10
1997-12-04 05:05:10
1997-12-05 11:05:10
1997-12-06 17:05:10
1997-12-07 23:05:10
1997-12-09 05:05:10
1997-12-10 11:05:10
1997-12-11 17:05:10
1997-12-12 23:05:10
1997-12-14 05:05:10
1997-12-15 11:05:10
1997-12-16 17:05:10
1997-12-17 23:05:10
1997-12-19 05:05:10
1997-12-20 11:05:10
1997-12-21 17:05:10
1997-12-22 23:05:10
1997-12-24 05:05:10
1997-12-25 11:05:10
1997-12-26 17:05:10
1997-12-27 23:05:10
1997-12-29 05:05:10
1997-12-30 11:05:10
1997-12-31 17:05:10
1998-01-01 23:05:10
1998-01-03 05:05:10
1998-01-04 11:05:10
1998-01-05 17:05:10
1998-01-06 23:05:10
1998-01-08 05:05:10
1998-01-09 11:05:10
1998-01-10 17:05:10
1998-01-11 23:05:10
1998-01-13 05:05:10
1998-01-14 11:05:10
1998-01-15 17:05:10
1998-01-16 23:05:10
1998-01-18 05:05:10
1998-01-19 11:05:10
1998-01-20 17:05:10
1998-01-21 23:05:10
1998-01-23 05:05:10
1998-01-24 11:05:10
1998-01-25 17:05:10
1998-01-26 23:05:10
1998-01-28 05:05:10
1998-01-29 11:05:10
1998-01-30 17:05:10
1998-01-31 23:05:10
1998-02-02 05:05:10
1998-02-03 11:05:10
1998-02-04 17:05:10
1998-02-05 23:05:10
1998-02-07 05:05:10
1998-02-08 11:05:10
1998-02-09 17:05:10
1998-02-10 23:05:10
1998-02-12 05:05:10
1998-02-13 11:05:10
1998-02-14 17:05:10
1998-02-15 23:05:10
1998-02-17 05:05:10
1998-02-18 11:05:10
1998-02-19 17:05:10
1998-02-20 23:05:10
1998-02-22 05:05:10
1998-02-23 11:05:10
1998-02-24 17:05:10
1998-02-25 23:05:10
1998-02-27 05:05:10
1998-02-28 11:05:10
1998-03-01 17:05:10
1998-03-02 23:05:10
1998-03-04 05:05:10
1998-03-05 11:05:10
1998-03-06 17:05:10
1998-03-07 23:05:10
1998-03-09 05:05:10
1998-03-10 11:05:10
1998-03-11 17:05:10
1998-03-12 23:05:10
1998-03-14 05:05:10
1998-03-15 11:05:10
1998-03-16 17:05:10
1998-03-17 23:05:10
1998-03-19 05:05:10
1998-03-20 11:05:10
1998-03-21 17:05:10
1998-03-22 23:05:10
1998-03-24 05:05:10
1998-03-25 11:05:10
1998-03-26 17:05:10
1998-03-27 23:05:10
1998-03-29 05:05:10
1998-03-30 11:05:10
1998-03-31 17:05:10
1998-04-01 23:05:10
1998-04-03 05:05:10
1998-04-04 11:05:10
1998-04-05 17:05:10
1998-04-06 23:05:10
1998-04-08 05:05:10
1998-04-09 11:05:10
1998-04-10 17:05:10
1998-04-11 23:05:10
1998-04-13 05:05:10
1998-04-14 11:05:10
1998-04-15 17:05:10
1998-04-16 23:05:10
1998-04-18 05:05:10
1998-04-19 11:05:10
1998-04-20 17:05:10
1998-04-21 23:05:10
